Timestamp,Source IP,Source Port,Destination IP,Destination Port,Protocol
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,140.82.114.26,443,192.168.0.105,50301,TCP
19-06-2025 17.55,192.168.0.105,50301,140.82.114.26,443,TCP
19-06-2025 17.55,192.168.0.105,54978,192.168.0.1,53,UDP
19-06-2025 17.55,192.168.0.105,55291,192.168.0.1,53,UDP
19-06-2025 17.55,192.168.0.105,50301,140.82.114.26,443,TCP
19-06-2025 17.55,192.168.0.105,50301,140.82.114.26,443,TCP
19-06-2025 17.55,192.168.0.1,53,192.168.0.105,54978,UDP
19-06-2025 17.55,192.168.0.1,53,192.168.0.105,55291,UDP
19-06-2025 17.55,192.168.0.105,50302,140.82.112.21,443,TCP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,192.168.0.105,59958,142.251.220.14,443,UDP
19-06-2025 17.55,192.168.0.105,53053,192.168.0.1,53,UDP
19-06-2025 17.55,192.168.0.105,63942,192.168.0.1,53,UDP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,192.168.0.1,53,192.168.0.105,53053,UDP
19-06-2025 17.55,192.168.0.1,53,192.168.0.105,63942,UDP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,142.251.220.14,443,192.168.0.105,59958,UDP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,20.207.73.82,443,192.168.0.105,50303,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,20.207.73.82,443,192.168.0.105,50303,TCP
19-06-2025 17.55,20.207.73.82,443,192.168.0.105,50303,TCP
19-06-2025 17.55,20.207.73.82,443,192.168.0.105,50303,TCP
19-06-2025 17.55,20.207.73.82,443,192.168.0.105,50303,TCP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,192.168.0.105,50299,142.251.220.69,443,TCP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,20.207.73.82,443,192.168.0.105,50303,TCP
19-06-2025 17.55,20.207.73.82,443,192.168.0.105,50303,TCP
19-06-2025 17.55,20.207.73.82,443,192.168.0.105,50303,TCP
19-06-2025 17.55,20.207.73.82,443,192.168.0.105,50303,TCP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,192.168.0.105,50303,20.207.73.82,443,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
19-06-2025 17.55,142.251.220.69,443,192.168.0.105,50299,TCP
